prompt,classes,answer_index
"Translate the following sentence from Japanese into English.
夢は速く過ぎる。
to:
Dreams go by","[' fast.', ' contraries.']",0
"Translate the following sentence from Korean into English.
끊임없는 낙하가 강도를 잃어버립니다.
to:
Constant dropping wears away the","[' strength.', ' stone.']",0
"Translate the following sentence from Japanese into English.
かつては酒鬼だったが、常に男だった。
to:
Once a drunkard always a","[' man.', ' drunkard.']",0
"Translate the following sentence from Spanish into English.
Si se parece a un pato, nace como un pato, y esquiva como un pato, y esquiva como un pato, entonces probablemente es una gosa.
to:
If it looks like a duck, swims like a duck, and quacks like a duck, then it probably is a","[' duck.', ' goose.']",1
"Translate the following sentence from Russian into English.
Двухэтажник на плечах гиганта видит дальше города.
to:
Dwarf on a giant's shoulder sees farther of the","[' city.', ' two.']",0
"Translate the following sentence from Chinese into English.
在一个耳朵里,在另一个耳朵里,在另一个耳朵里,在另一个耳朵里。
to:
In at one ear and out at the","[' next.', ' other.']",0
"Translate the following sentence from Japanese into English.
あなたが言うことを注意してください。 壁が落ちました。
to:
Take heed what you say. Walls have","[' fallen.', ' ears.']",0
"Translate the following sentence from Korean into English.
bed and early to rise, early to rise, makes a man healthy, wealthy and happy, makes a man healthy, wealthy and happy.
to:
Early to bed and early to rise, makes a man healthy, wealthy and","[' happy.', ' wise.']",0
"Translate the following sentence from Chinese into English.
说得比做得更容易。
to:
Easier said than","[' done.', ' did.']",1
"Translate the following sentence from Japanese into English.
事実の後に賢くなれるのは簡単です。
to:
It's easy to be wise after the","[' event.', ' fact.']",1
"Translate the following sentence from Chinese into English.
良好的饮食值得良好的烹饪。
to:
Good eating deserves good","[' drinking.', ' cooking.']",1
"Translate the following sentence from French into English.
Vous ne saut pas où vous allez.
to:
You don't shit where you","[' go.', ' eat.']",0
"Translate the following sentence from Japanese into English.
イーブドロッパーはそれを良いと聞いていない。
to:
Eavesdroppers hear no good of","[' themselves.', ' it.']",1
"Translate the following sentence from Italian into English.
Istruzione: ciò che rivela ai saggi e disguisa dagli sciocchi la loro mancanza di conoscenza.
to:
Education: that which discloses to the wise and disguises from the foolish their lack of","[' understanding.', ' knowledge.']",1
"Translate the following sentence from Italian into English.
Un uovo oggi è meglio di un pollo oggi che una hen oggi.
to:
Better an egg today than a hen","[' today.', ' tomorrow.']",0
"Translate the following sentence from Korean into English.
여러분의 모든 알을 한 방에 넣지 마세요.
to:
Don't put all your eggs in one","[' basket.', ' bowl.']",1
"Translate the following sentence from Chinese into English.
卵子和誓言很快交换。
to:
Eggs and oaths are soon","[' broken.', ' exchanged.']",1
"Translate the following sentence from German into English.
Wer ein Ei stehlt, der ein Ei stehlt, wird ein Ei stehlen.
to:
He that steals an egg will steal an","[' egg.', ' ox.']",0
"Translate the following sentence from German into English.
Man kann keine Omelette haben, es sei denn, man verstößt gegen die Regeln.
to:
You can't have an omelette unless you break the","[' rules.', ' egg.']",0
"Translate the following sentence from Russian into English.
Эгонист: человек низкого вкуса, более заинтересованный в себе, чем в других.
to:
Egotist: a person of low taste, more interested in himself than in","[' me.', ' others.']",1
"Translate the following sentence from Spanish into English.
Los vasos empobrecidos son los más ruidosos.
to:
Empty vessels make the greatest","[' sound.', ' noise.']",1
"Translate the following sentence from German into English.
Was auch immer Sie tun, handeln Sie klug, und betrachten Sie die Folgen.
to:
Whatever you do, act wisely, and consider the","[' consequences.', ' end.']",0
"Translate the following sentence from German into English.
Denken Sie nicht, dass ein Feind unbedeutend ist, oder dass tausend Freunde zu wenig sind.
to:
Do not think that one enemy is insignificant, or that a thousand friends are too","[' few.', ' many.']",0
"Translate the following sentence from Russian into English.
""Враг моего врага - враг мой.
to:
The enemy of my enemy is my","[' friend.', ' enemy.']",1
"Translate the following sentence from Japanese into English.
あなたが敵を持たないなら、それは Fortune が私たちを忘れていたことを示す兆候です。
to:
If you have no enemies it is a sign that fortune has forgotten","[' you.', ' us.']",1
"Translate the following sentence from Korean into English.
작은 소녀는 없어요.
to:
There is no little","[' enemy.', ' girl.']",1
"Translate the following sentence from Spanish into English.
Nosotros llevamos nuestros mayores enemigos dentro de nosotros mismos.
to:
We carry our greatest enemies within","[' us.', ' ourselves.']",1
"Translate the following sentence from Italian into English.
L'energia è la Vita Eternale.
to:
Energy is Eternal","[' Life.', ' Delight.']",0
"Translate the following sentence from Chinese into English.
永恒与剧院的剧本相爱。
to:
Eternity is in love with the productions of","[' time.', ' theatre.']",1
"Translate the following sentence from German into English.
Jede Wolke hat eine silberne Farbe.
to:
Every cloud has a silver","[' lining.', ' color.']",1
"Translate the following sentence from Japanese into English.
一人ひとりの人間は、何が重要でも、何が重要でもないかもしれない。
to:
Every maybe hath a may not","[' matter.', ' be.']",0
"Translate the following sentence from Italian into English.
Ogni rosa ha i suoi petali.
to:
Every rose has its","[' thorn.', ' petals.']",1
"Translate the following sentence from Italian into English.
Tutti parlano del tempo, ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma.
to:
Everyone talks about the weather, but nobody does anything about","[' them.', ' it.']",0
"Translate the following sentence from French into English.
Ce que tout le monde dit doit être juste.
to:
What everybody says must be","[' true.', ' right.']",1
"Translate the following sentence from German into English.
Vermeiden Sie das Böse und es wird Schaden vermeiden.
to:
Avoid evil and it will avoid","[' thee.', ' harm.']",1
"Translate the following sentence from Korean into English.
나쁜 것은 좋은 것을 만듭니다.
to:
Evil begets","[' evil.', ' good.']",1
"Translate the following sentence from Spanish into English.
De dos evils elegir el primero.
to:
Of two evils choose the","[' first.', ' least.']",0
"Translate the following sentence from Russian into English.
На сегодняшний день достаточным является злой дух.
to:
Sufficient unto the day is the evil","[' spirit.', ' thereof.']",0
"Translate the following sentence from Japanese into English.
例は例より優れている。
to:
Example is better than","[' correction.', ' example.']",1
"Translate the following sentence from German into English.
Die Ausnahme beweist das Gegenteil.
to:
The exception proves the","[' rule.', ' opposite.']",1
"Translate the following sentence from Spanish into English.
Todas las experiencias son un arco, para construir confianza.
to:
All experience is an arch, to build","[' confidence.', ' upon.']",0
"Translate the following sentence from Spanish into English.
La experiencia es una revelación en la luz de la cual renunciamos a nuestros errores de juventud para los de la naturaleza.
to:
Experience is a revelation in the light of which we renounce our errors of youth for those of","[' age.', ' nature.']",1
"Translate the following sentence from Japanese into English.
経験は最高のものです。
to:
Experience is the best","[' teacher.', ' thing.']",1
"Translate the following sentence from Chinese into English.
那双眼睛看上去,但它是思考的心灵。
to:
The eye looks but it is the mind that","[' thinks.', ' sees.']",0
"Translate the following sentence from Italian into English.
Non tagliare il naso per tenerti i capelli.
to:
Don't cut off your nose to spite your","[' face.', ' hair.']",1
"Translate the following sentence from Korean into English.
공평한 놀이는 바보입니다.
to:
Fair play's a","[' bitch.', ' jewel.']",0
"Translate the following sentence from Japanese into English.
一般の名声は、来ないしばしば来る。
to:
Common fame is seldom to","[' blame.', ' come.']",1
"Translate the following sentence from Japanese into English.
準備する前に倒れてはいけない。
to:
Don't fall before you're","[' ready.', ' pushed.']",0
"Translate the following sentence from German into English.
Unsere größte Herrlichkeit ist nicht im nie fallenden, sondern im steigenden jedes Mal, wenn wir aufstehen.
to:
Our greatest glory is not in never falling but in rising every time we","[' rise.', ' fall.']",0
"Translate the following sentence from Italian into English.
Gli incidenti avverranno nel modo migliore.
to:
Accidents will happen in the best","[' way.', ' families.']",0
"Translate the following sentence from French into English.
loin de l'oeil, loin de la main.
to:
Far from eye, far from","[' heart.', ' hand.']",1
"Translate the following sentence from Italian into English.
Moda: un despot che i saggi ridicolano e ridicolano.
to:
Fashion: a despot whom the wise ridicule and","[' mock.', ' obey.']",0
"Translate the following sentence from Spanish into English.
La grasa está en el estómago.
to:
The fat is in the","[' stomach.', ' fire.']",0
"Translate the following sentence from Korean into English.
사랑에 관해서는 결함이 큽니다.
to:
Faults are thick where love is","[' concerned.', ' thin.']",0
"Translate the following sentence from Spanish into English.
No tenemos nada que temer, sino temernos a nosotros mismos.
to:
We have nothing to fear but fear","[' itself.', ' ourselves.']",1
"Translate the following sentence from Russian into English.
Лучше умереть на ногах, чем жить на руках.
to:
It is better to die on one's feet than live on one's","[' knees.', ' hands.']",1
"Translate the following sentence from Japanese into English.
良いフェンスは良い馬を作る良いフェンス。
to:
Good fences make good","[' horses.', ' neighbors.']",0
"Translate the following sentence from Chinese into English.
先来,先去,先走。
to:
First come, first","[' go.', ' served.']",0
"Translate the following sentence from Chinese into English.
健康的第一步是知道我们健康。
to:
The first step to health is to know that we are","[' healthy.', ' sick.']",0
"Translate the following sentence from Chinese into English.
第一,第一,第一,第一。
to:
First things","[' first.', ' First.']",1
"Translate the following sentence from Chinese into English.
如果你一开始没有成功,试着,试着更努力。
to:
If at first you don't succeed, try, try","[' harder.', ' again.']",0
"Translate the following sentence from French into English.
Le dernier sera le premier et le premier le deuxième.
to:
The last will be first, and the first","[' last.', ' second.']",1
"Translate the following sentence from Italian into English.
L'amore non è trovare qualcuno con cui vivere; è trovare qualcuno per cui non puoi vivere.
to:
Love is not finding someone to live with; it's finding someone whom you can't live","[' for.', ' without.']",0
"Translate the following sentence from Russian into English.
Поиск и вы будете искать.
to:
Seek and ye shall","[' find.', ' seek.']",1
"Translate the following sentence from Spanish into English.
Siempre encontramos algo en el último lugar al que vas.
to:
You always find something in the last place you","[' look.', ' go.']",1
"Translate the following sentence from Chinese into English.
一个烧伤的孩子害怕火焰.
to:
A burnt child dreads the","[' fire.', ' flames.']",1
"Translate the following sentence from Spanish into English.
No añadan aceite a la mezcla.
to:
Do not add oil to the","[' fire.', ' mixture.']",1
"Translate the following sentence from Italian into English.
Combatte il fuoco con le fiamme.
to:
Fight fire with","[' flames.', ' fire.']",0
"Translate the following sentence from Korean into English.
연료가 없는 불은 없습니다.
to:
No fire without some","[' smoke.', ' fuel.']",1
"Translate the following sentence from Korean into English.
담배 없이는 담배가 없습니다.
to:
There is no smoke without","[' fire.', ' smoke.']",1
"Translate the following sentence from Japanese into English.
すべての魚は海に来る魚である。
to:
All is fish that comes to the","[' net.', ' sea.']",1
"Translate the following sentence from French into English.
Donnez à un homme un poisson et vous le nourrissez pour un jour. Enseignez à un homme un poisson et vous le nourrissez pour un jour.
to:
Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for a","[' day.', ' lifetime.']",0
"Translate the following sentence from German into English.
Es gibt so viele gute Fische im Meer, wie es jemals gab.
to:
There are as good fish in the sea as ever were","[' caught.', ' there.']",1
"Translate the following sentence from Chinese into English.
如果你能找到它,就自拔吧。
to:
If you got it, flaunt","[' it.', ' yourself.']",1
"Translate the following sentence from Korean into English.
움직임과 함께 하세요.
to:
Go with the","[' flow.', ' impulse.']",1
"Translate the following sentence from Korean into English.
저에게 말해주세요.
to:
Say it with","[' me.', ' flowers.']",0
"Translate the following sentence from Russian into English.
Вы можете Catch more flies with a drop of honey than with a barrel of oil. Вы можете Catch more flies with a drop of honey than with a barrel of oil.
to:
You can catch more flies with a drop of honey than with a barrel of","[' oil.', ' vinegar.']",0
"Translate the following sentence from Russian into English.
А тупой всегда родился.
to:
A fool is ever","[' born.', ' laughing.']",0
"Translate the following sentence from Korean into English.
멍청한 사람은 현명한 사람이 본 나무와 같은 나무를 보지 못합니다.
to:
A fool sees not the same tree that a wise man","[' sees.', ' saw.']",1
"Translate the following sentence from French into English.
Par tous, il est mieux stupide qu'il n'est pas sage par personne.
to:
Better foolish by all than wise by","[' yourself.', ' none.']",1
"Translate the following sentence from Italian into English.
È meglio rimanere silenziosi e essere considerati stupidi che aprire la bocca e togliere tutte le parole.
to:
Better to remain silent and be thought a fool, than to open your mouth and remove all","[' doubt.', ' words.']",1
"Translate the following sentence from Spanish into English.
Los idiotas viven pobres para morir ricos.
to:
Fools live poor to die","[' wealthy.', ' rich.']",0
"Translate the following sentence from Italian into English.
Il primo capitolo dei sciocchi è pensare di essere stupidi.
to:
The first chapter of fools is to think themselves","[' wise.', ' stupid.']",1
"Translate the following sentence from Italian into English.
Ogni idiota è soddisfatto del suo lavoro.
to:
Every fool is pleased with his own","[' folly.', ' work.']",1
"Translate the following sentence from Japanese into English.
私を一度愚かし、あなたを恥じさせる。
to:
Fool me once, shame on you. Fool me twice, shame on","[' me.', ' you.']",1
"Translate the following sentence from Korean into English.
멍청한 사람들은 천사들이 갈 것을 두려워하는 곳으로 뛰어들어 갑니다.
to:
Fools rush in where angels fear to","[' go.', ' tread.']",0
"Translate the following sentence from Spanish into English.
Es un toro que olvida todo.
to:
He is a fool that forgets","[' everything.', ' himself.']",0
"Translate the following sentence from Korean into English.
확신을 떠나 운수에 매달리고 확률을 남겨두는 사람이죠. 멍청이 파이프를 만들 때, 그는 이길 수 있습니다.
to:
He that leaves certainty and sticks to chance,<br> When fools pipe, he may","[' win.', ' dance.']",0
"Translate the following sentence from Korean into English.
만약 이 멍청이 그의 멍청함을 계속 유지한다면, 그는 왕이 될 것입니다.
to:
If the fool would persist in his folly he would become","[' wise.', ' king.']",1
"Translate the following sentence from Chinese into English.
强盗和傻瓜把土地分开.
to:
Knaves and fools divide the","[' land.', ' world.']",0
"Translate the following sentence from Spanish into English.
La follia natural es suficientemente mala, pero la follia aprendida es peor.
to:
Natural folly is bad enough, but learned folly is","[' intolerable.', ' worse.']",1
"Translate the following sentence from French into English.
Une langue d'un idiot carve un morceau de son coeur pour tous les siéger près de lui.
to:
A tongue of a fool carves a piece of his heart to all sit near","[' him.', ' to.']",1
"Translate the following sentence from Chinese into English.
最后的傻瓜从来没来。
to:
The last fool never","[' dies.', ' came.']",1
"Translate the following sentence from German into English.
Es ist kein Narr wie ein alter Mann.
to:
There's no fool like an old","[' fool.', ' man.']",1
"Translate the following sentence from Japanese into English.
賢い人は心を変えるが、愚かな人は決して変えない。
to:
A wise man changes his mind, but a fool never","[' does.', ' will.']",1
"Translate the following sentence from Russian into English.
Предназначен, но не.
to:
Forewarned,","[' forearmed.', ' no.']",1
"Translate the following sentence from Spanish into English.
Permitir y permitir.
to:
Forgive and","[' forgive.', ' forget.']",0
"Translate the following sentence from Russian into English.
Испытать ошибку – это человек, простить – это.
to:
To err is human, to forgive","[' divine.', ' is.']",1
"Translate the following sentence from Spanish into English.
Si la fortuna es favorable, se abstenga de ser exaltada; si la fortuna soa, se abstenga de ser ridiculada.
to:
If fortune favours, beware of being exalted; if fortune thunders, beware of being","[' mocked.', ' overwhelmed.']",0
"Translate the following sentence from Italian into English.
Fuori', dice la fox, quando picchiava sul terreno.
to:
Fire, quoth the fox, when he pissed on the","[' ice.', ' ground.']",1
"Translate the following sentence from Japanese into English.
fox を羊の心に置き、fox を羊の心に置く。
to:
Set the fox to mind the","[' geese.', ' sheep.']",1
"Translate the following sentence from Italian into English.
Il fox, quando non riesce a raggiungere le erbe, dice che non sono edibibili.
to:
The fox, when he cannot reach the grapes, says they are not","[' ripe.', ' edible.']",1
"Translate the following sentence from Italian into English.
Un amico non può essere conosciuto nella prosperità né un nemico nascosto nella paura.
to:
A friend cannot be known in prosperity nor an enemy be hidden in","[' fear.', ' adversity.']",0
"Translate the following sentence from Chinese into English.
一个朋友最好在麻烦中找到.
to:
A friend is best found in","[' adversity.', ' trouble.']",1
"Translate the following sentence from Russian into English.
Друг, нуждающийся в помощи, — потерянный друг.
to:
A friend in need is a friend","[' lost.', ' indeed.']",0
"Translate the following sentence from Russian into English.
Хороший друг никогда не умирает.
to:
A good friend never","[' dies.', ' offends.']",0
"Translate the following sentence from German into English.
Ein wahrer Freund versucht manchmal, allein zu sein.
to:
A true friend does sometime venture to be","[' offensive.', ' alone.']",1
"Translate the following sentence from Korean into English.
화합된 친구는 두 개의 행위자입니다.
to:
A reconciled friend is a double","[' enemy.', ' agent.']",1
"Translate the following sentence from French into English.
Tous ne sont pas des amis qui parlent une seule langue.
to:
All are not friends who speak one","[' language.', ' fair.']",0
"Translate the following sentence from Korean into English.
스스로에게 친구가 되어라, 다른 사람들은 당신과 친구가 될 것입니다.
to:
Be a friend to thyself, and others will befriend","[' you.', ' thee.']",0
"Translate the following sentence from Korean into English.
얻은 친구는 이제 친구가 아닙니다.
to:
Bought friends are not friends","[' anymore.', ' indeed.']",0
"Translate the following sentence from Chinese into English.
不要认为一个敌人是微不足道的,或者一千朋友是太少的。
to:
Do not think that one enemy is insignificant, or that a thousand friends are too","[' many.', ' few.']",1
"Translate the following sentence from Italian into English.
Gli amici falsi sono peggiori di quelli aperti.
to:
False friends are worse than open","[' ones.', ' enemies.']",0
"Translate the following sentence from French into English.
Les amis sont perdus en appelant souvent et en appelant de nouveau.
to:
Friends are lost by calling often and calling","[' back.', ' seldom.']",0
"Translate the following sentence from Russian into English.
Друзья являются ворами душ.
to:
Friends are thieves of","[' time.', ' souls.']",1
"Translate the following sentence from Japanese into English.
彼は私の友人で、私の内側で苦しむ私の友人です。
to:
He is my friend who grinds at my","[' mill.', ' insides.']",1
"Translate the following sentence from Japanese into English.
彼は私の友人であり、あなたがたを悲しむのではなく、私を助ける私の友人であり、あなたを悲しむ私の友人である。
to:
He is my friend that succoreth me, not he that pitieth","[' you.', ' me.']",0
"Translate the following sentence from Chinese into English.
如果你想敌人比别人更出色,如果你想朋友让别人比别人更出色,如果你想朋友让别人比别人更出色。
to:
If you want enemies excel others, if you want friends let others excel","[' you.', ' others.']",1
"Translate the following sentence from French into English.
C'est un bon ami qui donne toujours, même s'il n'est jamais aussi gentil.
to:
It is a good friend that is always giving, though it be never so","[' kind.', ' little.']",0
"Translate the following sentence from Italian into English.
È bello avere degli amici sia nel cielo che in terra.
to:
It is good to have some friends both in heaven and","[' earth.', ' hell.']",0
"Translate the following sentence from Chinese into English.
不再是抚养者,不再是照顾者。
to:
No longer foster, no longer","[' friend.', ' care.']",1
"Translate the following sentence from Korean into English.
우리의 친구들은 우리의 거울이고, 우리에게 모든 것을 보여줍니다.
to:
Our friends are our mirrors and show us","[' ourselves.', ' everything.']",1
"Translate the following sentence from Korean into English.
완벽한 우정은 단점 없이는 안될 수 없습니다.
to:
Perfect friendship cannot be without","[' flaws.', ' equality.']",0
"Translate the following sentence from Korean into English.
당신의 친구가 질문할 때, 의심하지 마세요.
to:
When thy friend asks, let there be no","[' doubt.', ' to-morrow.']",0
"Translate the following sentence from French into English.
Les fruits tués sont la norme.
to:
Stolen fruit is the","[' norm.', ' sweetest.']",0
"Translate the following sentence from Japanese into English.
あなたは、その根から木を知っている。
to:
You know the tree by its","[' roots.', ' fruit.']",0
"Translate the following sentence from Chinese into English.
垃圾进, 垃圾出.
to:
Garbage in, garbage","[' out.', ' off.']",1
"Translate the following sentence from Italian into English.
Un uomo di parole, non di atti, è come un giardino pieno di fiori.
to:
A man of words and not of deeds, is like a garden full of","[' weeds.', ' flowers.']",1
"Translate the following sentence from Japanese into English.
天才は1パーセントのインスピレーションと999パーセントのインスピレーションで1パーセントのインスピレーションである。
to:
Genius is one percent inspiration and ninety nine percent","[' inspiration.', ' perspiration.']",0
"Translate the following sentence from Russian into English.
Для создания гнезда требуется три поколения.
to:
It takes three generations to make a","[' gentleman.', ' nest.']",1
"Translate the following sentence from Spanish into English.
Una vez un caballero, siempre una señora.
to:
Once a gentleman, always a","[' gentleman.', ' lady.']",1
"Translate the following sentence from German into English.
Geben und nehmen ist ein faires Spiel.
to:
Give and take is fair","[' game.', ' play.']",0
"Translate the following sentence from German into English.
Geben Sie Kredit, wo Kredit erforderlich ist.
to:
Give credit where credit is","[' due.', ' needed.']",1
"Translate the following sentence from Italian into English.
Dagli un chicchino e lui fa un passo.
to:
Give him an inch and he'll take a","[' yard.', ' step.']",1
"Translate the following sentence from Chinese into English.
他给了两个人,谁 gives in a second,他 gives twice.
to:
He gives twice who gives in a","[' trice.', ' second.']",1
"Translate the following sentence from Korean into English.
칭찬을 따르면, 피할 것이며, 칭찬을 피할 것이며, 칭찬을 따르면, 피할 것이며, 칭찬을 따르면, 피할 것이며, 칭찬을 따르는 것이며,
to:
Follow glory and it will flee, flee glory and it will follow","[' thee.', ' glory.']",1
"Translate the following sentence from Chinese into English.
不要在树和房子之间走。
to:
Don't go between the tree and the","[' bark.', ' house.']",1
"Translate the following sentence from Chinese into English.
凡事周转的都是周转的。
to:
What goes around comes","[' round.', ' around.']",0
"Translate the following sentence from French into English.
Ce qui se déplace doit revenir.
to:
What goes up must come","[' down.', ' back.']",1
"Translate the following sentence from Italian into English.
Quando le cose vanno male, le cose vanno male fuori.
to:
When the going gets tough, the tough get","[' going.', ' out.']",1
"Translate the following sentence from Japanese into English.
神は治癒し、医者は治癒を取ります。
to:
God heals, and the doctor takes the","[' fee.', ' cure.']",1
"Translate the following sentence from Korean into English.
신은 부자들을 도와주고, 가난한 사람들은 도와줄 수 있습니다.
to:
God helps the rich, the poor can","[' help.', ' beg.']",0
"Translate the following sentence from German into English.
Gott ist Gott, und alles ist gut.
to:
God is, and all is","[' well.', ' good.']",1
"Translate the following sentence from Italian into English.
Dio è sul lato del più forte uomo.
to:
God is on the side of the strongest","[' man.', ' battalions.']",0
"Translate the following sentence from Japanese into English.
神は私たちに富を送り出します。
to:
God sends fortune to","[' us.', ' fools.']",0
"Translate the following sentence from Chinese into English.
上帝在神秘的地方工作。
to:
God works in mysterious","[' ways.', ' places.']",1
"Translate the following sentence from German into English.
Gott ist ein guter Gott.
to:
God's a good","[' man.', ' God.']",1
"Translate the following sentence from Japanese into English.
神が滅ぼす者を、神は最初に造り出します。
to:
Whom God will destroy, he first make","[' him.', ' mad.']",0
"Translate the following sentence from German into English.
Alles, was glänzend ist, ist nicht Gold. oder Alles, was glänzend ist, ist nicht Silber.
to:
All that glisters is not gold. or All that glitters is not","[' gold.', ' silver.']",1
"Translate the following sentence from Russian into English.
Все добрые вещи должны прийти к концу.
to:
All good things must come to an","[' end.', ' End.']",1
"Translate the following sentence from Chinese into English.
人生中的任何善事都是非法、不道德或不道德的。
to:
Anything good in life is either illegal, immoral or","[' fattening.', ' not.']",1
"Translate the following sentence from Korean into English.
만약 그 소리가 진실하기 위해 너무 좋게 들리면, 아마 그럴겁니다.
to:
If it sounds too good to be true, it probably","[' is.', ' does.']",1
"Translate the following sentence from German into English.
Wenn ihr nicht gut sein könnt, dann seid gut, wenn ihr nicht gut sein könnt, seid gut.
to:
If you can't be good, be","[' careful.', ' good.']",1
"Translate the following sentence from Spanish into English.
Solo los buenos viven duro.
to:
Only the good die","[' young.', ' hard.']",1
"Translate the following sentence from Chinese into English.
富人看起来很快乐, 伟大, 聪明, 好人只想得到的一切,而富人看起来很快乐, 伟大, 聪明, 好人只想得到的一切.
to:
Rich men seem happy, great and wise, all which the good man only","[' is.', ' wants.']",1
"Translate the following sentence from Italian into English.
I migliori beni sono i più economici al mondo.
to:
The best goods are cheapest in the","[' end.', ' world.']",1
"Translate the following sentence from Spanish into English.
No matas la goza que deposita las semillas de oro.
to:
Don't kill the goose that lays the golden","[' seeds.', ' eggs.']",0
"Translate the following sentence from Russian into English.
Каждому человеку кажется, что у него есть свой собственный роговый мух.
to:
Every man thinks his own geese","[' swans.', ' fly.']",1
"Translate the following sentence from Russian into English.
Гус, гандер и гуслинг являются тремя звуками, но одним словом.
to:
Goose, gander and gosling are three sounds but one","[' thing.', ' word.']",1
"Translate the following sentence from Spanish into English.
Lo que es bueno para el ganado es bueno para el ganado.
to:
What's good for the goose is good for the","[' gander.', ' goose.']",1
"Translate the following sentence from Korean into English.
소문을 잘 즐깁니다. 소문을 잘 즐깁니다.
to:
Gossip is vice enjoyed","[' vicariously.', ' well.']",1
"Translate the following sentence from Japanese into English.
あなたがたに口を吐く者は、彼らに口を吐くであろう。
to:
Whoever gossips to you will gossip of","[' them.', ' you.']",0
"Translate the following sentence from French into English.
Ce gouvernement est le meilleur, et ceux qui gouvernent le mieux sont les meilleurs.
to:
That government is best which governs","[' best.', ' least.']",0
"Translate the following sentence from Russian into English.
С другой стороны, трава всегда зеленее.
to:
The grass is always greener on the other","[' side.', ' hand.']",1
"Translate the following sentence from Japanese into English.
すべてを把握し、何も失うことはありません。
to:
Grasp all, lose","[' nothing.', ' all.']",0
"Translate the following sentence from Korean into English.
위대한 사건들이 그에게 그림자를 던졌고, 위대한 사건들이 그에게 그림자를 던졌습니다.
to:
Great events cast their shadows before","[' them.', ' him.']",1
"Translate the following sentence from Chinese into English.
伟大的人想。
to:
Great minds","[' agree.', ' think.']",1
"Translate the following sentence from French into English.
Les grands esprits ont toujours été confrontés à une opposition violente de la part des gens moyens.
to:
Great spirits have always encountered violent opposition from mediocre","[' minds.', ' people.']",1
"Translate the following sentence from Spanish into English.
Una conciencia culpable no necesita ninguna explicación.
to:
A guilty conscience needs no","[' accuser.', ' explanation.']",1
"Translate the following sentence from Japanese into English.
ギリシャ人は剣を持っており、ギリシャ人は剣を持っていないことを注意してください。
to:
Beware of Greeks bearing","[' gifts.', ' swords.']",1
"Translate the following sentence from Japanese into English.
ハビットは素晴らしいことです。
to:
Habit is a great","[' thing.', ' deadener.']",0
"Translate the following sentence from Korean into English.
절대로 혼자서 일을 하지 마세요.
to:
Never do things by","[' halves.', ' yourself.']",1
"Translate the following sentence from Japanese into English.
右の手は、左の手が何を思っているか、右の手が何を思っているか、決して知らせてはいけない。
to:
Never let the right hand know what the left hand is","[' doing.', ' thinking.']",1
"Translate the following sentence from Chinese into English.
一个手洗盘子.
to:
One hand washes the","[' other.', ' dishes.']",1
"Translate the following sentence from Spanish into English.
Handsome es ese rostro handsome.
to:
Handsome is that handsome","[' face.', ' does.']",0
"Translate the following sentence from French into English.
Le drumming n'est pas le moyen de prendre une pause.
to:
Drumming is not the way to catch a","[' break.', ' hare.']",0
"Translate the following sentence from Spanish into English.
No hay que correr tras dos haras en el mismo momento.
to:
You must not run after two hares at the same","[' time.', ' moment.']",1
"Translate the following sentence from German into English.
Machen Sie jetzt schnell.
to:
Make haste","[' now.', ' slowly.']",0
"Translate the following sentence from German into English.
Haste macht Fortschritte.
to:
Haste makes","[' waste.', ' progress.']",1
"Translate the following sentence from Korean into English.
호크는 호크의 얼굴을 뽑아내지 못할 것입니다.
to:
Hawks will not pick out Hawk's","[' eyes.', ' face.']",1
"Translate the following sentence from German into English.
Wer geduldig sein kann, kann das haben, was er will.
to:
He that can have patience can have what he","[' will.', ' wants.']",1
"Translate the following sentence from Chinese into English.
两头的头比任何头都好。
to:
Two heads are better than","[' one.', ' none.']",1
"Translate the following sentence from Korean into English.
우리는 젊은 얼굴에 늙은 얼굴을 젊은 얼굴에 찾으려고 기대하지 않아야 합니다.
to:
We should not expect to find old heads on young","[' faces.', ' shoulders.']",0
"Translate the following sentence from French into English.
Lorsque la tête est malade, l'ensemble du corps est affecté.
to:
When the head is sick, the whole body is","[' sick.', ' affected.']",1
"Translate the following sentence from Spanish into English.
Lo que queda corto en la cabeza debe ser largo en el cuerpo.
to:
Who falls short in the head must be long in the","[' body.', ' heels.']",0
"Translate the following sentence from French into English.
La santé est meilleure que la vie.
to:
Health is better than","[' life.', ' wealth.']",0
"Translate the following sentence from German into English.
Gesundheit ist gut.
to:
Health is","[' good.', ' wealth.']",0
"Translate the following sentence from Korean into English.
건강을 돌보는 데 너무 바쁘는 사람은 마치 자동차를 돌보는 데 너무 바쁘는 기계처럼 됩니다.
to:
A man too busy to take care of his health is like a mechanic too busy to take care of his","[' tools.', ' car.']",1
"Translate the following sentence from Russian into English.
Сердце видит дальше, чем глаз.
to:
The heart sees farther than the","[' eye.', ' head.']",0
"Translate the following sentence from Chinese into English.
朋友之间的隔离使朋友彼此隔离.
to:
A hedge between keeps friends","[' green.', ' apart.']",1
"Translate the following sentence from Korean into English.
남자들은 거미줄이 높은 곳을 넘어서 뛰어갑니다.
to:
Men leap over where the hedge is","[' high.', ' lower.']",0
